iso3,indicator,demographic,demographic_category,year,value,name
IND,Completed secondary education,P20 Female,Poverty status and sex,2009,0.0552094702845112,India
IND,Completed secondary education,Not P20 Male,Poverty status and sex,2010,0.339871943045616,India
IND,Completed secondary education,P20 Male,Poverty status and sex,2010,0.0593375355673829,India
IND,Completed secondary education,Not P20 Female,Poverty status and sex,2010,0.331347235392996,India
IND,Completed secondary education,P20 Female,Poverty status and sex,2010,0.0580610033140639,India
IND,Completed secondary education,Not P20 Male,Poverty status and sex,2011,0.340166363878018,India
IND,Completed secondary education,P20 Male,Poverty status and sex,2011,0.0596188752968117,India
IND,Completed secondary education,Not P20 Female,Poverty status and sex,2011,0.331105594253532,India
IND,Completed secondary education,P20 Female,Poverty status and sex,2011,0.0579094007319812,India
IND,Completed secondary education,Not P20 Male,Poverty status and sex,2012,0.347387887135415,India
IND,Completed secondary education,P20 Male,Poverty status and sex,2012,0.062176462464704,India
IND,Completed secondary education,Not P20 Female,Poverty status and sex,2012,0.337496934655017,India
IND,Completed secondary education,P20 Female,Poverty status and sex,2012,0.060913868936226,India
IND,Completed secondary education,Not P20 Male,Poverty status and sex,2013,0.358814770008811,India
IND,Completed secondary education,P20 Male,Poverty status and sex,2013,0.0692044024725132,India
IND,Completed secondary education,Not P20 Female,Poverty status and sex,2013,0.348498479784387,India
IND,Completed secondary education,P20 Female,Poverty status and sex,2013,0.0684014966841573,India
IND,Completed secondary education,Not P20 Male,Poverty status and sex,2014,0.363329748058252,India
IND,Completed secondary education,P20 Male,Poverty status and sex,2014,0.0709515423872031,India
IND,Completed secondary education,Not P20 Female,Poverty status and sex,2014,0.352904026049446,India
IND,Completed secondary education,P20 Female,Poverty status and sex,2014,0.0699876266337116,India
IND,Completed secondary education,Not P20 Male,Poverty status and sex,2015,0.369016324321799,India
IND,Completed secondary education,P20 Male,Poverty status and sex,2015,0.0732860061225488,India
IND,Completed secondary education,Not P20 Female,Poverty status and sex,2015,0.356641209732859,India
IND,Completed secondary education,P20 Female,Poverty status and sex,2015,0.072426392214303,India
IND,Completed secondary education,Not P20 Male,Poverty status and sex,2016,0.370204171328197,India
IND,Completed secondary education,P20 Male,Poverty status and sex,2016,0.0886101416850064,India
IND,Completed secondary education,Not P20 Female,Poverty status and sex,2016,0.346701365577832,India
IND,Completed secondary education,P20 Female,Poverty status and sex,2016,0.0897114038111834,India
IND,Completed secondary education,Not P20 Male,Poverty status and sex,2017,0.368833682288991,India
IND,Completed secondary education,P20 Male,Poverty status and sex,2017,0.087856024945459,India
IND,Completed secondary education,Not P20 Female,Poverty status and sex,2017,0.344036848804782,India
IND,Completed secondary education,P20 Female,Poverty status and sex,2017,0.0865000443222687,India
IND,Completed secondary education,Not P20 Male,Poverty status and sex,2018,0.367496969395039,India
IND,Completed secondary education,P20 Male,Poverty status and sex,2018,0.0860945034379369,India
IND,Completed secondary education,Not P20 Female,Poverty status and sex,2018,0.341780363932078,India
IND,Completed secondary education,P20 Female,Poverty status and sex,2018,0.0845197020202191,India
IND,Birth registered,Not P20,Poorest/richest 20% of population,2000,0.676970993390874,India
IND,Birth registered,P20,Poorest/richest 20% of population,2000,0.457211201849335,India
IND,Birth registered,Not P20,Poorest/richest 20% of population,2001,0.680877984670076,India
IND,Birth registered,P20,Poorest/richest 20% of population,2001,0.459607287079539,India
IND,Birth registered,Not P20,Poorest/richest 20% of population,2002,0.684281674841784,India
IND,Birth registered,P20,Poorest/richest 20% of population,2002,0.463253497368136,India
IND,Birth registered,Not P20,Poorest/richest 20% of population,2003,0.689072852996094,India
IND,Birth registered,P20,Poorest/richest 20% of population,2003,0.467617836502389,India
IND,Birth registered,Not P20,Poorest/richest 20% of population,2004,0.694054023218389,India
IND,Birth registered,P20,Poorest/richest 20% of population,2004,0.472690062932144,India
IND,Birth registered,Not P20,Poorest/richest 20% of population,2005,0.699443144056553,India
IND,Birth registered,P20,Poorest/richest 20% of population,2005,0.477543467190508,India
IND,Birth registered,Not P20,Poorest/richest 20% of population,2006,0.700403640169238,India
IND,Birth registered,P20,Poorest/richest 20% of population,2006,0.479142153996023,India
IND,Birth registered,Not P20,Poorest/richest 20% of population,2007,0.700457721747548,India
IND,Birth registered,P20,Poorest/richest 20% of population,2007,0.486788839021445,India
IND,Birth registered,Not P20,Poorest/richest 20% of population,2008,0.704002811420194,India
IND,Birth registered,P20,Poorest/richest 20% of population,2008,0.49721494399839,India
IND,Birth registered,Not P20,Poorest/richest 20% of population,2009,0.706033371631564,India
IND,Birth registered,P20,Poorest/richest 20% of population,2009,0.507655242947956,India
IND,Birth registered,Not P20,Poorest/richest 20% of population,2010,0.708370277096264,India
IND,Birth registered,P20,Poorest/richest 20% of population,2010,0.520359534905171,India
IND,Birth registered,Not P20,Poorest/richest 20% of population,2011,0.708492695968019,India
IND,Birth registered,P20,Poorest/richest 20% of population,2011,0.531584863016851,India
IND,Birth registered,Not P20,Poorest/richest 20% of population,2012,0.711453706274886,India
IND,Birth registered,P20,Poorest/richest 20% of population,2012,0.547876673704818,India
IND,Birth registered,Not P20,Poorest/richest 20% of population,2013,0.714861456770013,India
IND,Birth registered,P20,Poorest/richest 20% of population,2013,0.568246961569352,India
IND,Birth registered,Not P20,Poorest/richest 20% of population,2014,0.717665594381803,India
IND,Birth registered,P20,Poorest/richest 20% of population,2014,0.586490183704967,India
IND,Birth registered,Not P20,Poorest/richest 20% of population,2015,0.720938221893781,India
IND,Birth registered,P20,Poorest/richest 20% of population,2015,0.608062405761287,India
IND,Birth registered,Not P20,Poorest/richest 20% of population,2016,0.541587150672286,India
IND,Birth registered,P20,Poorest/richest 20% of population,2016,0.520989269749859,India
IND,Birth registered,Not P20,Poorest/richest 20% of population,2017,0.541091256875864,India
IND,Birth registered,P20,Poorest/richest 20% of population,2017,0.521034134276907,India
IND,Birth registered,Not P20,Poorest/richest 20% of population,2018,0.540427671713091,India
IND,Birth registered,P20,Poorest/richest 20% of population,2018,0.517982520088169,India
IND,Birth registered,Not P20 Rural,Poverty status and location,2000,0.623847916533099,India
IND,Birth registered,Not P20 Urban,Poverty status and location,2000,0.765859654141098,India
IND,Birth registered,P20 Rural,Poverty status and location,2000,0.453824383582655,India
IND,Birth registered,P20 Urban,Poverty status and location,2000,0.515916483087171,India
IND,Birth registered,Not P20 Rural,Poverty status and location,2001,0.627899246380242,India
IND,Birth registered,Not P20 Urban,Poverty status and location,2001,0.767053437280776,India
IND,Birth registered,P20 Rural,Poverty status and location,2001,0.456106038281352,India
IND,Birth registered,P20 Urban,Poverty status and location,2001,0.518473943055355,India
IND,Birth registered,Not P20 Rural,Poverty status and location,2002,0.631492495295701,India
IND,Birth registered,Not P20 Urban,Poverty status and location,2002,0.767642027206332,India
IND,Birth registered,P20 Rural,Poverty status and location,2002,0.459273705878591,India
IND,Birth registered,P20 Urban,Poverty status and location,2002,0.528273569112678,India
IND,Birth registered,Not P20 Rural,Poverty status and location,2003,0.636047694622648,India
IND,Birth registered,Not P20 Urban,Poverty status and location,2003,0.769524998401254,India
IND,Birth registered,P20 Rural,Poverty status and location,2003,0.463578604660524,India
IND,Birth registered,P20 Urban,Poverty status and location,2003,0.530605426051217,India
IND,Birth registered,Not P20 Rural,Poverty status and location,2004,0.640724798133373,India
IND,Birth registered,Not P20 Urban,Poverty status and location,2004,0.771432438034793,India
IND,Birth registered,P20 Rural,Poverty status and location,2004,0.468464849896783,India
IND,Birth registered,P20 Urban,Poverty status and location,2004,0.5354356363335,India
IND,Birth registered,Not P20 Rural,Poverty status and location,2005,0.645765643734738,India
IND,Birth registered,Not P20 Urban,Poverty status and location,2005,0.77385959424261,India
IND,Birth registered,P20 Rural,Poverty status and location,2005,0.472995190394281,India
IND,Birth registered,P20 Urban,Poverty status and location,2005,0.540795188586194,India
IND,Birth registered,Not P20 Rural,Poverty status and location,2006,0.646616120513416,India
IND,Birth registered,Not P20 Urban,Poverty status and location,2006,0.774113846570977,India
IND,Birth registered,P20 Rural,Poverty status and location,2006,0.474382852107471,India
IND,Birth registered,P20 Urban,Poverty status and location,2006,0.544489540586425,India
IND,Birth registered,Not P20 Rural,Poverty status and location,2007,0.647835192647856,India
IND,Birth registered,Not P20 Urban,Poverty status and location,2007,0.771500678722539,India
IND,Birth registered,P20 Rural,Poverty status and location,2007,0.481921933241074,India
IND,Birth registered,P20 Urban,Poverty status and location,2007,0.551391855921357,India
IND,Birth registered,Not P20 Rural,Poverty status and location,2008,0.65323883119858,India
IND,Birth registered,Not P20 Urban,Poverty status and location,2008,0.771272801701624,India
IND,Birth registered,P20 Rural,Poverty status and location,2008,0.492480380470019,India
IND,Birth registered,P20 Urban,Poverty status and location,2008,0.557987318699341,India
IND,Birth registered,Not P20 Rural,Poverty status and location,2009,0.656834569365565,India
IND,Birth registered,Not P20 Urban,Poverty status and location,2009,0.77060804906195,India
IND,Birth registered,P20 Rural,Poverty status and location,2009,0.50342215401004,India
IND,Birth registered,P20 Urban,Poverty status and location,2009,0.560322425443565,India
IND,Birth registered,Not P20 Rural,Poverty status and location,2010,0.661020524423615,India
IND,Birth registered,Not P20 Urban,Poverty status and location,2010,0.76983273466594,India
IND,Birth registered,P20 Rural,Poverty status and location,2010,0.516625147721827,India
IND,Birth registered,P20 Urban,Poverty status and location,2010,0.565315259377045,India
IND,Birth registered,Not P20 Rural,Poverty status and location,2011,0.664106068253358,India
IND,Birth registered,Not P20 Urban,Poverty status and location,2011,0.767290514120424,India
IND,Birth registered,P20 Rural,Poverty status and location,2011,0.529008871356544,India
IND,Birth registered,P20 Urban,Poverty status and location,2011,0.562543394647884,India
IND,Birth registered,Not P20 Rural,Poverty status and location,2012,0.669442849949628,India
IND,Birth registered,Not P20 Urban,Poverty status and location,2012,0.766397071202593,India
IND,Birth registered,P20 Rural,Poverty status and location,2012,0.545989582228016,India
IND,Birth registered,P20 Urban,Poverty status and location,2012,0.569715748883008,India
IND,Birth registered,Not P20 Rural,Poverty status and location,2013,0.674460712375091,India
IND,Birth registered,Not P20 Urban,Poverty status and location,2013,0.765573023877584,India
IND,Birth registered,P20 Rural,Poverty status and location,2013,0.567581708987067,India
IND,Birth registered,P20 Urban,Poverty status and location,2013,0.575429223969093,India
IND,Birth registered,Not P20 Rural,Poverty status and location,2014,0.680343700020378,India
IND,Birth registered,Not P20 Urban,Poverty status and location,2014,0.764915202612344,India
IND,Birth registered,P20 Rural,Poverty status and location,2014,0.587034769235421,India
IND,Birth registered,P20 Urban,Poverty status and location,2014,0.580767235379273,India
IND,Birth registered,Not P20 Rural,Poverty status and location,2015,0.688233986574986,India
IND,Birth registered,Not P20 Urban,Poverty status and location,2015,0.762406945101554,India
IND,Birth registered,P20 Rural,Poverty status and location,2015,0.6093299099772,India
IND,Birth registered,P20 Urban,Poverty status and location,2015,0.594743177622917,India
IND,Birth registered,Not P20 Rural,Poverty status and location,2016,0.497787571998272,India
IND,Birth registered,Not P20 Urban,Poverty status and location,2016,0.595166573788943,India
IND,Birth registered,P20 Rural,Poverty status and location,2016,0.536485800249118,India
IND,Birth registered,P20 Urban,Poverty status and location,2016,0.411345987544745,India
IND,Birth registered,Not P20 Rural,Poverty status and location,2017,0.497646073804923,India
IND,Birth registered,Not P20 Urban,Poverty status and location,2017,0.594530421278508,India
IND,Birth registered,P20 Rural,Poverty status and location,2017,0.536920157441565,India
IND,Birth registered,P20 Urban,Poverty status and location,2017,0.407506748558804,India
IND,Birth registered,Not P20 Rural,Poverty status and location,2018,0.496928670967897,India
IND,Birth registered,Not P20 Urban,Poverty status and location,2018,0.594040288826717,India
IND,Birth registered,P20 Rural,Poverty status and location,2018,0.533571665124991,India
IND,Birth registered,P20 Urban,Poverty status and location,2018,0.405248112365801,India
IND,Birth registered,Not P20 Male,Poverty status and sex,2000,0.675768949493826,India
IND,Birth registered,P20 Male,Poverty status and sex,2000,0.451907027214114,India
IND,Birth registered,Not P20 Female,Poverty status and sex,2000,0.678292498741834,India
IND,Birth registered,P20 Female,Poverty status and sex,2000,0.462803034000288,India
IND,Birth registered,Not P20 Male,Poverty status and sex,2001,0.679915170701974,India
IND,Birth registered,P20 Male,Poverty status and sex,2001,0.454175853312337,India
IND,Birth registered,Not P20 Female,Poverty status and sex,2001,0.681936030767209,India
IND,Birth registered,P20 Female,Poverty status and sex,2001,0.465349339903745,India
IND,Birth registered,Not P20 Male,Poverty status and sex,2002,0.683876189088819,India
IND,Birth registered,P20 Male,Poverty status and sex,2002,0.457084312502208,India
IND,Birth registered,Not P20 Female,Poverty status and sex,2002,0.68472730167368,India
IND,Birth registered,P20 Female,Poverty status and sex,2002,0.469786542385098,India
IND,Birth registered,Not P20 Male,Poverty status and sex,2003,0.689057636348517,India
IND,Birth registered,P20 Male,Poverty status and sex,2003,0.461001364158483,India
IND,Birth registered,Not P20 Female,Poverty status and sex,2003,0.689089587331718,India
IND,Birth registered,P20 Female,Poverty status and sex,2003,0.47462890451181,India
IND,Birth registered,Not P20 Male,Poverty status and sex,2004,0.694250449917942,India
IND,Birth registered,P20 Male,Poverty status and sex,2004,0.465896613458448,India
IND,Birth registered,Not P20 Female,Poverty status and sex,2004,0.693837568138884,India
IND,Birth registered,P20 Female,Poverty status and sex,2004,0.479883142385147,India
IND,Birth registered,Not P20 Male,Poverty status and sex,2005,0.698964417048149,India
IND,Birth registered,P20 Male,Poverty status and sex,2005,0.471925433342607,India
IND,Birth registered,Not P20 Female,Poverty status and sex,2005,0.699971639201457,India
IND,Birth registered,P20 Female,Poverty status and sex,2005,0.483490516503037,India
IND,Birth registered,Not P20 Male,Poverty status and sex,2006,0.700178749892388,India
IND,Birth registered,P20 Male,Poverty status and sex,2006,0.473333458463558,India
IND,Birth registered,Not P20 Female,Poverty status and sex,2006,0.700651833497494,India
IND,Birth registered,P20 Female,Poverty status and sex,2006,0.485297086078108,India
IND,Birth registered,Not P20 Male,Poverty status and sex,2007,0.70059567298383,India
IND,Birth registered,P20 Male,Poverty status and sex,2007,0.480876916647453,India
IND,Birth registered,Not P20 Female,Poverty status and sex,2007,0.700305533558417,India
IND,Birth registered,P20 Female,Poverty status and sex,2007,0.493043952812676,India
IND,Birth registered,Not P20 Male,Poverty status and sex,2008,0.704712154836714,India
IND,Birth registered,P20 Male,Poverty status and sex,2008,0.491245812883074,India
IND,Birth registered,Not P20 Female,Poverty status and sex,2008,0.703221360988989,India
IND,Birth registered,P20 Female,Poverty status and sex,2008,0.50352669256668,India
IND,Birth registered,Not P20 Male,Poverty status and sex,2009,0.707608779306726,India
IND,Birth registered,P20 Male,Poverty status and sex,2009,0.501990221396468,India
IND,Birth registered,Not P20 Female,Poverty status and sex,2009,0.704302974802758,India
IND,Birth registered,P20 Female,Poverty status and sex,2009,0.513636901823798,India
IND,Birth registered,Not P20 Male,Poverty status and sex,2010,0.710752558723684,India
IND,Birth registered,P20 Male,Poverty status and sex,2010,0.513524750687978,India
IND,Birth registered,Not P20 Female,Poverty status and sex,2010,0.705761434321263,India
IND,Birth registered,P20 Female,Poverty status and sex,2010,0.527606841916011,India
IND,Birth registered,Not P20 Male,Poverty status and sex,2011,0.711194701026292,India
IND,Birth registered,P20 Male,Poverty status and sex,2011,0.525311352158971,India
IND,Birth registered,Not P20 Female,Poverty status and sex,2011,0.705544165550713,India
IND,Birth registered,P20 Female,Poverty status and sex,2011,0.538230362692947,India
IND,Birth registered,Not P20 Male,Poverty status and sex,2012,0.714865159691401,India
IND,Birth registered,P20 Male,Poverty status and sex,2012,0.54162468843051,India
IND,Birth registered,Not P20 Female,Poverty status and sex,2012,0.707741852249839,India
IND,Birth registered,P20 Female,Poverty status and sex,2012,0.55449866698185,India
IND,Birth registered,Not P20 Male,Poverty status and sex,2013,0.718749176099541,India
IND,Birth registered,P20 Male,Poverty status and sex,2013,0.563345658963226,India
IND,Birth registered,Not P20 Female,Poverty status and sex,2013,0.710635728302574,India
IND,Birth registered,P20 Female,Poverty status and sex,2013,0.573414626278073,India
IND,Birth registered,Not P20 Male,Poverty status and sex,2014,0.722292335794887,India
IND,Birth registered,P20 Male,Poverty status and sex,2014,0.581391995518434,India
IND,Birth registered,Not P20 Female,Poverty status and sex,2014,0.712656735066996,India
IND,Birth registered,P20 Female,Poverty status and sex,2014,0.591867953875672,India
IND,Birth registered,Not P20 Male,Poverty status and sex,2015,0.726933427020161,India
IND,Birth registered,P20 Male,Poverty status and sex,2015,0.602010516996209,India
IND,Birth registered,Not P20 Female,Poverty status and sex,2015,0.714480631802243,India
IND,Birth registered,P20 Female,Poverty status and sex,2015,0.614454070672095,India
IND,Birth registered,Not P20 Male,Poverty status and sex,2016,0.554543367739192,India
IND,Birth registered,P20 Male,Poverty status and sex,2016,0.515146298857733,India
IND,Birth registered,Not P20 Female,Poverty status and sex,2016,0.528253371339778,India
IND,Birth registered,P20 Female,Poverty status and sex,2016,0.527200793555737,India
IND,Birth registered,Not P20 Male,Poverty status and sex,2017,0.554790456995349,India
IND,Birth registered,P20 Male,Poverty status and sex,2017,0.512643759390027,India
IND,Birth registered,Not P20 Female,Poverty status and sex,2017,0.52703101781549,India
IND,Birth registered,P20 Female,Poverty status and sex,2017,0.530067527618355,India
IND,Birth registered,Not P20 Male,Poverty status and sex,2018,0.553496164816337,India
IND,Birth registered,P20 Male,Poverty status and sex,2018,0.510165844446468,India
IND,Birth registered,Not P20 Female,Poverty status and sex,2018,0.526970097434408,India
IND,Birth registered,P20 Female,Poverty status and sex,2018,0.526440473092796,India
JOR,Crowded living conditions,Not P20,Poorest/richest 20% of population,2000,0.166805841093854,Jordan
JOR,Crowded living conditions,P20,Poorest/richest 20% of population,2000,0.520246890284598,Jordan
JOR,Crowded living conditions,Not P20,Poorest/richest 20% of population,2001,0.166959027094758,Jordan
JOR,Crowded living conditions,P20,Poorest/richest 20% of population,2001,0.519884073603734,Jordan
JOR,Crowded living conditions,Not P20,Poorest/richest 20% of population,2002,0.167691468785059,Jordan
JOR,Crowded living conditions,P20,Poorest/richest 20% of population,2002,0.527378577162809,Jordan
JOR,Crowded living conditions,Not P20,Poorest/richest 20% of population,2003,0.166309891585335,Jordan
JOR,Crowded living conditions,P20,Poorest/richest 20% of population,2003,0.542226299545084,Jordan
JOR,Crowded living conditions,Not P20,Poorest/richest 20% of population,2004,0.157857146811381,Jordan
JOR,Crowded living conditions,P20,Poorest/richest 20% of population,2004,0.592593206356922,Jordan
JOR,Crowded living conditions,Not P20,Poorest/richest 20% of population,2005,0.157795184159486,Jordan
JOR,Crowded living conditions,P20,Poorest/richest 20% of population,2005,0.585107744022189,Jordan
JOR,Crowded living conditions,Not P20,Poorest/richest 20% of population,2006,0.157650169953797,Jordan
JOR,Crowded living conditions,P20,Poorest/richest 20% of population,2006,0.572364235548519,Jordan
JOR,Crowded living conditions,Not P20,Poorest/richest 20% of population,2007,0.156849231163881,Jordan
JOR,Crowded living conditions,P20,Poorest/richest 20% of population,2007,0.638677970291625,Jordan
JOR,Crowded living conditions,Not P20,Poorest/richest 20% of population,2008,0.159149862042848,Jordan
JOR,Crowded living conditions,P20,Poorest/richest 20% of population,2008,0.601911385999129,Jordan
JOR,Crowded living conditions,Not P20,Poorest/richest 20% of population,2009,0.159505362612662,Jordan
JOR,Crowded living conditions,P20,Poorest/richest 20% of population,2009,0.619382242773804,Jordan
JOR,Crowded living conditions,Not P20,Poorest/richest 20% of population,2010,0.158420503010898,Jordan
JOR,Crowded living conditions,P20,Poorest/richest 20% of population,2010,0.54736576433453,Jordan
JOR,Crowded living conditions,Not P20,Poorest/richest 20% of population,2011,0.154597361759764,Jordan
JOR,Crowded living conditions,P20,Poorest/richest 20% of population,2011,0.541344234665153,Jordan
JOR,Crowded living conditions,Not P20,Poorest/richest 20% of population,2012,0.157792930557456,Jordan
JOR,Crowded living conditions,P20,Poorest/richest 20% of population,2012,0.533136935471922,Jordan
JOR,Crowded living conditions,Not P20,Poorest/richest 20% of population,2013,0.115199035413314,Jordan
JOR,Crowded living conditions,P20,Poorest/richest 20% of population,2013,0.478375651149538,Jordan
JOR,Crowded living conditions,Not P20,Poorest/richest 20% of population,2014,0.120898677761442,Jordan
JOR,Crowded living conditions,P20,Poorest/richest 20% of population,2014,0.489214859136672,Jordan
JOR,Crowded living conditions,Not P20,Poorest/richest 20% of population,2015,0.125705941491438,Jordan
JOR,Crowded living conditions,P20,Poorest/richest 20% of population,2015,0.446519099898573,Jordan
JOR,Crowded living conditions,Not P20,Poorest/richest 20% of population,2016,0.1319362814787,Jordan
JOR,Crowded living conditions,P20,Poorest/richest 20% of population,2016,0.44446103047108,Jordan
JOR,Crowded living conditions,Not P20,Poorest/richest 20% of population,2017,0.138178856714127,Jordan
JOR,Crowded living conditions,P20,Poorest/richest 20% of population,2017,0.425924277516944,Jordan
JOR,Crowded living conditions,Not P20,Poorest/richest 20% of population,2018,0.149417318696494,Jordan
JOR,Crowded living conditions,P20,Poorest/richest 20% of population,2018,0.362629620145653,Jordan
JOR,Crowded living conditions,Not P20 Rural,Poverty status and location,2000,0.195531542520213,Jordan
JOR,Crowded living conditions,Not P20 Urban,Poverty status and location,2000,0.161633704162483,Jordan
JOR,Crowded living conditions,P20 Rural,Poverty status and location,2000,0.383524757902683,Jordan
JOR,Crowded living conditions,P20 Urban,Poverty status and location,2000,0.528618181872713,Jordan
JOR,Crowded living conditions,Not P20 Rural,Poverty status and location,2001,0.195683183260582,Jordan
JOR,Crowded living conditions,Not P20 Urban,Poverty status and location,2001,0.161790878626722,Jordan
JOR,Crowded living conditions,P20 Rural,Poverty status and location,2001,0.396460511300153,Jordan
JOR,Crowded living conditions,P20 Urban,Poverty status and location,2001,0.527717408992103,Jordan
JOR,Crowded living conditions,Not P20 Rural,Poverty status and location,2002,0.196442634122121,Jordan
JOR,Crowded living conditions,Not P20 Urban,Poverty status and location,2002,0.162512734702307,Jordan
JOR,Crowded living conditions,P20 Rural,Poverty status and location,2002,0.384751521528818,Jordan
JOR,Crowded living conditions,P20 Urban,Poverty status and location,2002,0.536503483414971,Jordan
JOR,Crowded living conditions,Not P20 Rural,Poverty status and location,2003,0.198503067659082,Jordan
JOR,Crowded living conditions,Not P20 Urban,Poverty status and location,2003,0.16047554712397,Jordan
JOR,Crowded living conditions,P20 Rural,Poverty status and location,2003,0.379612461061587,Jordan
JOR,Crowded living conditions,P20 Urban,Poverty status and location,2003,0.554712070735485,Jordan
JOR,Crowded living conditions,Not P20 Rural,Poverty status and location,2004,0.199065972649859,Jordan
JOR,Crowded living conditions,Not P20 Urban,Poverty status and location,2004,0.150199294517326,Jordan
JOR,Crowded living conditions,P20 Rural,Poverty status and location,2004,0.424463242122806,Jordan
JOR,Crowded living conditions,P20 Urban,Poverty status and location,2004,0.605054643866779,Jordan
JOR,Crowded living conditions,Not P20 Rural,Poverty status and location,2005,0.201825215859982,Jordan
JOR,Crowded living conditions,Not P20 Urban,Poverty status and location,2005,0.149622271170875,Jordan
JOR,Crowded living conditions,P20 Rural,Poverty status and location,2005,0.426663800584014,Jordan
JOR,Crowded living conditions,P20 Urban,Poverty status and location,2005,0.598961547510492,Jordan
JOR,Crowded living conditions,Not P20 Rural,Poverty status and location,2006,0.203652409139377,Jordan
JOR,Crowded living conditions,Not P20 Urban,Poverty status and location,2006,0.149088068628162,Jordan
JOR,Crowded living conditions,P20 Rural,Poverty status and location,2006,0.410893620771096,Jordan
JOR,Crowded living conditions,P20 Urban,Poverty status and location,2006,0.588815763218636,Jordan
JOR,Crowded living conditions,Not P20 Rural,Poverty status and location,2007,0.204274355355471,Jordan
JOR,Crowded living conditions,Not P20 Urban,Poverty status and location,2007,0.148014507739018,Jordan
JOR,Crowded living conditions,P20 Urban,Poverty status and location,2007,0.666261989409936,Jordan
JOR,Crowded living conditions,P20 Rural,Poverty status and location,2007,0.425315448650251,Jordan
JOR,Crowded living conditions,Not P20 Rural,Poverty status and location,2008,0.206871983007949,Jordan
JOR,Crowded living conditions,Not P20 Urban,Poverty status and location,2008,0.150250392126163,Jordan
JOR,Crowded living conditions,P20 Urban,Poverty status and location,2008,0.633123746977226,Jordan
JOR,Crowded living conditions,P20 Rural,Poverty status and location,2008,0.388993369426305,Jordan
JOR,Crowded living conditions,Not P20 Rural,Poverty status and location,2009,0.205679732590522,Jordan
JOR,Crowded living conditions,Not P20 Urban,Poverty status and location,2009,0.150925303971561,Jordan
JOR,Crowded living conditions,P20 Rural,Poverty status and location,2009,0.418467575699215,Jordan
JOR,Crowded living conditions,P20 Urban,Poverty status and location,2009,0.641697466430261,Jordan
JOR,Crowded living conditions,Not P20 Rural,Poverty status and location,2010,0.204307598056577,Jordan
JOR,Crowded living conditions,Not P20 Urban,Poverty status and location,2010,0.149888185422631,Jordan
JOR,Crowded living conditions,P20 Rural,Poverty status and location,2010,0.42861788346165,Jordan
JOR,Crowded living conditions,P20 Urban,Poverty status and location,2010,0.558241304776616,Jordan
JOR,Crowded living conditions,Not P20 Rural,Poverty status and location,2011,0.203357860842194,Jordan
JOR,Crowded living conditions,Not P20 Urban,Poverty status and location,2011,0.145531713427525,Jordan
JOR,Crowded living conditions,P20 Rural,Poverty status and location,2011,0.402355367759549,Jordan
JOR,Crowded living conditions,P20 Urban,Poverty status and location,2011,0.551631258602514,Jordan
JOR,Crowded living conditions,Not P20 Rural,Poverty status and location,2012,0.203975547868088,Jordan
JOR,Crowded living conditions,Not P20 Urban,Poverty status and location,2012,0.149163063445158,Jordan
JOR,Crowded living conditions,P20 Rural,Poverty status and location,2012,0.414508957211615,Jordan
JOR,Crowded living conditions,P20 Urban,Poverty status and location,2012,0.54177302381346,Jordan
JOR,Crowded living conditions,Not P20 Rural,Poverty status and location,2013,0.110651786340658,Jordan
JOR,Crowded living conditions,Not P20 Urban,Poverty status and location,2013,0.116152471786711,Jordan
JOR,Crowded living conditions,P20 Urban,Poverty status and location,2013,0.535122303401626,Jordan
JOR,Crowded living conditions,P20 Rural,Poverty status and location,2013,0.308384451124656,Jordan
JOR,Crowded living conditions,Not P20 Rural,Poverty status and location,2014,0.111864561716253,Jordan
JOR,Crowded living conditions,Not P20 Urban,Poverty status and location,2014,0.122663873168481,Jordan
JOR,Crowded living conditions,P20 Urban,Poverty status and location,2014,0.500832971603195,Jordan
JOR,Crowded living conditions,P20 Rural,Poverty status and location,2014,0.452930348703132,Jordan
JOR,Crowded living conditions,Not P20 Rural,Poverty status and location,2015,0.119443573485927,Jordan
JOR,Crowded living conditions,Not P20 Urban,Poverty status and location,2015,0.126847812905247,Jordan
JOR,Crowded living conditions,P20 Rural,Poverty status and location,2015,0.382678961149581,Jordan
JOR,Crowded living conditions,P20 Urban,Poverty status and location,2015,0.462311334191543,Jordan
JOR,Crowded living conditions,Not P20 Rural,Poverty status and location,2016,0.127081872044661,Jordan
JOR,Crowded living conditions,Not P20 Urban,Poverty status and location,2016,0.132757464392876,Jordan
JOR,Crowded living conditions,P20 Rural,Poverty status and location,2016,0.423672188645285,Jordan
JOR,Crowded living conditions,P20 Urban,Poverty status and location,2016,0.449447628822781,Jordan
JOR,Crowded living conditions,Not P20 Rural,Poverty status and location,2017,0.136030417752568,Jordan
JOR,Crowded living conditions,Not P20 Urban,Poverty status and location,2017,0.138514583092813,Jordan
JOR,Crowded living conditions,P20 Rural,Poverty status and location,2017,0.406358862197553,Jordan
JOR,Crowded living conditions,P20 Urban,Poverty status and location,2017,0.430591685082409,Jordan
JOR,Crowded living conditions,Not P20 Rural,Poverty status and location,2018,0.106944726496029,Jordan
JOR,Crowded living conditions,Not P20 Urban,Poverty status and location,2018,0.158598108541788,Jordan
JOR,Crowded living conditions,P20 Rural,Poverty status and location,2018,0.4078703456158,Jordan
JOR,Crowded living conditions,P20 Urban,Poverty status and location,2018,0.306210874761361,Jordan
JOR,Crowded living conditions,Not P20 Male,Poverty status and sex,2000,0.170986022117154,Jordan
