name,level,region,year,povtype,ppp,Pre-Covid measured extreme poverty,Pre-Covid estimated extreme poverty,Post-Covid measured extreme poverty,Post-Covid estimated extreme poverty,Poorest 20%_FALSE_FALSE,Poorest 20%_FALSE_TRUE,Poorest 20%_TRUE_FALSE,Poorest 20%_TRUE_TRUE
Maldives,National,SAS,2019,Poorest 20%,2011,,,,,,0.001137809,,0.002419736
Maldives,National,SAS,2020,Extreme poverty,2011,,0,,0.0002118181,,,,
Maldives,National,SAS,2020,Poorest 20%,2011,,,,,,0.0009692733,,0.003425243
Maldives,National,SAS,2021,Extreme poverty,2011,,0,,0,,,,
Maldives,National,SAS,2021,Poorest 20%,2011,,,,,,0.0009692733,,0.002419736
Maldives,National,SAS,2022,Extreme poverty,2011,,0,,,,,,
Maldives,National,SAS,2023,Extreme poverty,2011,,0,,,,,,
Maldives,National,SAS,2024,Extreme poverty,2011,,0,,,,,,
Mali,National,SSA,2010,Extreme poverty,2011,0.4958692,,,,,,,
Mali,National,SSA,2010,Poorest 20%,2011,,,,,0.5684475,,,
Mali,National,SSA,2011,Extreme poverty,2011,0.495065,,,,,,,
Mali,National,SSA,2011,Poorest 20%,2011,,,,,0.6081734,,,
Mali,National,SSA,2012,Extreme poverty,2011,0.5158449,,,,,,,
Mali,National,SSA,2012,Poorest 20%,2011,,,,,0.6529504,,,
Mali,National,SSA,2013,Extreme poverty,2011,0.5198058,,,,,,,
Mali,National,SSA,2013,Poorest 20%,2011,,,,,0.6891038,,,
Mali,National,SSA,2015,Extreme poverty,2011,0.4775518,,,,,,,
Mali,National,SSA,2015,Poorest 20%,2011,,,,,0.6861353,,,
Mali,National,SSA,2018,Extreme poverty,2011,0.4181626,,0.4266969,,,,,
Mali,National,SSA,2018,Poorest 20%,2011,,,,,0.6834946,,0.690364,
Mali,National,SSA,2019,Extreme poverty,2011,,0.40535,,0.4156517,,,,
Mali,National,SSA,2019,Poorest 20%,2011,,,,,,0.6806584,,0.6873677
Mali,National,SSA,2020,Extreme poverty,2011,,0.3914935,,0.4226331,,,,
Mali,National,SSA,2020,Poorest 20%,2011,,,,,,0.6664071,,0.6875577
Mali,National,SSA,2021,Extreme poverty,2011,,0.3808394,,0.4173238,,,,
Mali,National,SSA,2021,Poorest 20%,2011,,,,,,0.6695684,,0.695568
Mali,National,SSA,2022,Extreme poverty,2011,,0.368359,,,,,,
Mali,National,SSA,2023,Extreme poverty,2011,,0.3583682,,,,,,
Mali,National,SSA,2024,Extreme poverty,2011,,0.3477852,,,,,,
Malta,National,OHI,2010,Extreme poverty,2011,0.00193683,,,,,,,
Malta,National,OHI,2010,Poorest 20%,2011,,,,,0.002192739,,,
Malta,National,OHI,2011,Extreme poverty,2011,0.001857052,,,,,,,
Malta,National,OHI,2011,Poorest 20%,2011,,,,,0.001960125,,,
Malta,National,OHI,2012,Extreme poverty,2011,0.001177221,,,,,,,
Malta,National,OHI,2012,Poorest 20%,2011,,,,,0.001870947,,,
Malta,National,OHI,2013,Extreme poverty,2011,0.0002966614,,,,,,,
Malta,National,OHI,2013,Poorest 20%,2011,,,,,0.0002966614,,,
Malta,National,OHI,2015,Extreme poverty,2011,0.0008437796,,,,,,,
Malta,National,OHI,2015,Poorest 20%,2011,,,,,0.0008437796,,,
Malta,National,OHI,2018,Extreme poverty,2011,0.001598865,,0.001598865,,,,,
Malta,National,OHI,2018,Poorest 20%,2011,,,,,0.001648642,,0.001762254,
Malta,National,OHI,2019,Extreme poverty,2011,,0.001598865,,0.001598865,,,,
Malta,National,OHI,2019,Poorest 20%,2011,,,,,,0.001648642,,0.001648642
Malta,National,OHI,2020,Extreme poverty,2011,,0.001545492,,0.001598865,,,,
Malta,National,OHI,2020,Poorest 20%,2011,,,,,,0.001648642,,0.001839656
Malta,National,OHI,2021,Extreme poverty,2011,,0.001160068,,0.001598865,,,,
Malta,National,OHI,2021,Poorest 20%,2011,,,,,,0.001648642,,0.001762254
Malta,National,OHI,2022,Extreme poverty,2011,,0.001160068,,,,,,
Malta,National,OHI,2023,Extreme poverty,2011,,0.001160068,,,,,,
Malta,National,OHI,2024,Extreme poverty,2011,,0.001160068,,,,,,
Mauritania,National,SSA,2010,Extreme poverty,2011,0.1018601,,,,,,,
Mauritania,National,SSA,2010,Poorest 20%,2011,,,,,0.1416741,,,
Mauritania,National,SSA,2011,Extreme poverty,2011,0.09249784,,,,,,,
Mauritania,National,SSA,2011,Poorest 20%,2011,,,,,0.1536222,,,
Mauritania,National,SSA,2012,Extreme poverty,2011,0.08045044,,,,,,,
Mauritania,National,SSA,2012,Poorest 20%,2011,,,,,0.1493083,,,
Mauritania,National,SSA,2013,Extreme poverty,2011,0.06901059,,,,,,,
Mauritania,National,SSA,2013,Poorest 20%,2011,,,,,0.1505203,,,
Mauritania,National,SSA,2015,Extreme poverty,2011,0.06436756,,,,,,,
Mauritania,National,SSA,2015,Poorest 20%,2011,,,,,0.1665652,,,
Mauritania,National,SSA,2018,Extreme poverty,2011,0.06244961,,0.06436756,,,,,
Mauritania,National,SSA,2018,Poorest 20%,2011,,,,,0.1974251,,0.2020972,
Mauritania,National,SSA,2019,Extreme poverty,2011,,0.05637441,,0.05937728,,,,
Mauritania,National,SSA,2019,Poorest 20%,2011,,,,,,0.1846636,,0.1936071
Mauritania,National,SSA,2020,Extreme poverty,2011,,0.05171718,,0.06490837,,,,
Mauritania,National,SSA,2020,Poorest 20%,2011,,,,,,0.1660894,,0.2048372
Mauritania,National,SSA,2021,Extreme poverty,2011,,0.04955574,,0.06244961,,,,
Mauritania,National,SSA,2021,Poorest 20%,2011,,,,,,0.1625323,,0.2080361
Mauritania,National,SSA,2022,Extreme poverty,2011,,0.03885067,,,,,,
Mauritania,National,SSA,2023,Extreme poverty,2011,,0.03625405,,,,,,
Mauritania,National,SSA,2024,Extreme poverty,2011,,0.03193332,,,,,,
Mauritius,National,SSA,2010,Extreme poverty,2011,0.004582177,,,,,,,
Mauritius,National,SSA,2010,Poorest 20%,2011,,,,,0.007297278,,,
Mauritius,National,SSA,2011,Extreme poverty,2011,0.004887914,,,,,,,
Mauritius,National,SSA,2011,Poorest 20%,2011,,,,,0.00982543,,,
Mauritius,National,SSA,2012,Extreme poverty,2011,0.005439227,,,,,,,
Mauritius,National,SSA,2012,Poorest 20%,2011,,,,,0.01073718,,,
Mauritius,National,SSA,2013,Extreme poverty,2011,0.004583782,,,,,,,
Mauritius,National,SSA,2013,Poorest 20%,2011,,,,,0.01230817,,,
Mauritius,National,SSA,2015,Extreme poverty,2011,0.003599467,,,,,,,
Mauritius,National,SSA,2015,Poorest 20%,2011,,,,,0.01311174,,,
Mauritius,National,SSA,2018,Extreme poverty,2011,0.001205141,,0.001399837,,,,,
Mauritius,National,SSA,2018,Poorest 20%,2011,,,,,0.01115386,,0.01247762,
Mauritius,National,SSA,2019,Extreme poverty,2011,,0.001066179,,0.001205141,,,,
Mauritius,National,SSA,2019,Poorest 20%,2011,,,,,,0.009642237,,0.01213185
Mauritius,National,SSA,2020,Extreme poverty,2011,,0.0008232322,,0.002099293,,,,
Mauritius,National,SSA,2020,Poorest 20%,2011,,,,,,0.006875497,,0.01436978
Mauritius,National,SSA,2021,Extreme poverty,2011,,0.0006072515,,0.001253137,,,,
Mauritius,National,SSA,2021,Poorest 20%,2011,,,,,,0.006659657,,0.01259983
Mauritius,National,SSA,2022,Extreme poverty,2011,,0.000500518,,,,,,
Mauritius,National,SSA,2023,Extreme poverty,2011,,0.0001433475,,,,,,
Mauritius,National,SSA,2024,Extreme poverty,2011,,0.0001433475,,,,,,
Mexico,National,LAC,2010,Extreme poverty,2011,0.04213974,,,,,,,
Mexico,National,LAC,2010,Poorest 20%,2011,,,,,0.05509398,,,
Mexico,National,LAC,2011,Extreme poverty,2011,0.03760638,,,,,,,
Mexico,National,LAC,2011,Poorest 20%,2011,,,,,0.06007843,,,
Mexico,National,LAC,2012,Extreme poverty,2011,0.03360067,,,,,,,
Mexico,National,LAC,2012,Poorest 20%,2011,,,,,0.06212917,,,
Mexico,National,LAC,2013,Extreme poverty,2011,0.03695018,,,,,,,
Mexico,National,LAC,2013,Poorest 20%,2011,,,,,0.07631204,,,
Mexico,National,LAC,2015,Extreme poverty,2011,0.03366726,,,,,,,
Mexico,National,LAC,2015,Poorest 20%,2011,,,,,0.08094094,,,
Mexico,National,LAC,2018,Extreme poverty,2011,0.0171917,,0.01741983,,,,,
Mexico,National,LAC,2018,Poorest 20%,2011,,,,,0.04867702,,0.0499553,
Mexico,National,LAC,2019,Extreme poverty,2011,,0.01736444,,0.01801534,,,,
Mexico,National,LAC,2019,Poorest 20%,2011,,,,,,0.05087933,,0.05258908
Mexico,National,LAC,2020,Extreme poverty,2011,,0.0172945,,0.02157423,,,,
Mexico,National,LAC,2020,Poorest 20%,2011,,,,,,0.04891458,,0.06071119
Mexico,National,LAC,2021,Extreme poverty,2011,,0.01662282,,0.02034335,,,,
Mexico,National,LAC,2021,Poorest 20%,2011,,,,,,0.05087933,,0.06226605
Mexico,National,LAC,2022,Extreme poverty,2011,,0.01620997,,,,,,
Mexico,National,LAC,2023,Extreme poverty,2011,,0.01566596,,,,,,
Mexico,National,LAC,2024,Extreme poverty,2011,,0.01509689,,,,,,
"Micronesia, Federated States of",National,EAP,2010,Extreme poverty,2011,0.1160457,,,,,,,
"Micronesia, Federated States of",National,EAP,2010,Poorest 20%,2011,,,,,0.1443966,,,
"Micronesia, Federated States of",National,EAP,2011,Extreme poverty,2011,0.1209236,,,,,,,
"Micronesia, Federated States of",National,EAP,2011,Poorest 20%,2011,,,,,0.1653813,,,
"Micronesia, Federated States of",National,EAP,2012,Extreme poverty,2011,0.133344,,,,,,,
"Micronesia, Federated States of",National,EAP,2012,Poorest 20%,2011,,,,,0.2012749,,,
"Micronesia, Federated States of",National,EAP,2013,Extreme poverty,2011,0.1539292,,,,,,,
"Micronesia, Federated States of",National,EAP,2013,Poorest 20%,2011,,,,,0.2667307,,,
"Micronesia, Federated States of",National,EAP,2015,Extreme poverty,2011,0.1574535,,,,,,,
"Micronesia, Federated States of",National,EAP,2015,Poorest 20%,2011,,,,,0.2943214,,,
"Micronesia, Federated States of",National,EAP,2018,Extreme poverty,2011,0.1539292,,0.1539292,,,,,
"Micronesia, Federated States of",National,EAP,2018,Poorest 20%,2011,,,,,0.3289576,,0.3301551,
"Micronesia, Federated States of",National,EAP,2019,Extreme poverty,2011,,0.1506619,,0.1539292,,,,
"Micronesia, Federated States of",National,EAP,2019,Poorest 20%,2011,,,,,,0.3289576,,0.331054
"Micronesia, Federated States of",National,EAP,2020,Extreme poverty,2011,,0.1457516,,0.1539292,,,,
"Micronesia, Federated States of",National,EAP,2020,Poorest 20%,2011,,,,,,0.318727,,0.3289576
"Micronesia, Federated States of",National,EAP,2021,Extreme poverty,2011,,0.142278,,0.1525809,,,,
"Micronesia, Federated States of",National,EAP,2021,Poorest 20%,2011,,,,,,0.3289576,,0.3349896
"Micronesia, Federated States of",National,EAP,2022,Extreme poverty,2011,,0.142278,,,,,,
"Micronesia, Federated States of",National,EAP,2023,Extreme poverty,2011,,0.1420802,,,,,,
"Micronesia, Federated States of",National,EAP,2024,Extreme poverty,2011,,0.1413388,,,,,,
Middle East & North Africa,Regional,Aggregates,2010,Extreme poverty,2011,0.0265208239753661,,,,,,,
Middle East & North Africa,Regional,Aggregates,2010,Poorest 20%,2011,,,,,0.0388000613983805,,,
Middle East & North Africa,Regional,Aggregates,2011,Extreme poverty,2011,0.0274529556773088,,,,,,,
Middle East & North Africa,Regional,Aggregates,2011,Poorest 20%,2011,,,,,0.0508014367033683,,,
Middle East & North Africa,Regional,Aggregates,2012,Extreme poverty,2011,0.0236875943333356,,,,,,,
Middle East & North Africa,Regional,Aggregates,2012,Poorest 20%,2011,,,,,0.0505261568480437,,,
Middle East & North Africa,Regional,Aggregates,2013,Extreme poverty,2011,0.024813782426357,,,,,,,
Middle East & North Africa,Regional,Aggregates,2013,Poorest 20%,2011,,,,,0.0632304800433651,,,
Middle East & North Africa,Regional,Aggregates,2015,Extreme poverty,2011,0.0460115760199287,,,,,,,
Middle East & North Africa,Regional,Aggregates,2015,Poorest 20%,2011,,,,,0.107986183765015,,,
Middle East & North Africa,Regional,Aggregates,2018,Extreme poverty,2011,0.0739483079134198,,0.0751078217151887,,,,,
Middle East & North Africa,Regional,Aggregates,2018,Poorest 20%,2011,,,,,0.162567804803955,,0.169396338713297,
Middle East & North Africa,Regional,Aggregates,2019,Extreme poverty,2011,,0.0740567005088732,,0.0741876272541847,,,,
Middle East & North Africa,Regional,Aggregates,2019,Poorest 20%,2011,,,,,,0.163834985163163,,0.168370444770352
Middle East & North Africa,Regional,Aggregates,2020,Extreme poverty,2011,,0.0738302487878961,,0.0858723200413314,,,,
Middle East & North Africa,Regional,Aggregates,2020,Poorest 20%,2011,,,,,,0.157098420007817,,0.18053502855932
Middle East & North Africa,Regional,Aggregates,2021,Extreme poverty,2011,,0.0684567810966853,,0.0780500370411057,,,,
Middle East & North Africa,Regional,Aggregates,2021,Poorest 20%,2011,,,,,,0.157275492830724,,0.17935210432752
Middle East & North Africa,Regional,Aggregates,2022,Extreme poverty,2011,,0.0662483527184584,,,,,,
Middle East & North Africa,Regional,Aggregates,2023,Extreme poverty,2011,,0.0643831430055093,,,,,,
Middle East & North Africa,Regional,Aggregates,2024,Extreme poverty,2011,,0.0641507436304429,,,,,,
Moldova,National,ECA,2010,Extreme poverty,2011,0.005322177,,,,,,,
Moldova,National,ECA,2010,Poorest 20%,2011,,,,,0.00923652,,,
Moldova,National,ECA,2011,Extreme poverty,2011,0.002755851,,,,,,,
Moldova,National,ECA,2011,Poorest 20%,2011,,,,,0.008928119,,,
Moldova,National,ECA,2012,Extreme poverty,2011,0.003398075,,,,,,,
Moldova,National,ECA,2012,Poorest 20%,2011,,,,,0.008306027,,,
Moldova,National,ECA,2013,Extreme poverty,2011,0.0008480972,,,,,,,
Moldova,National,ECA,2013,Poorest 20%,2011,,,,,0.003928515,,,
Moldova,National,ECA,2015,Extreme poverty,2011,0.0003120924,,,,,,,
Moldova,National,ECA,2015,Poorest 20%,2011,,,,,0.004520642,,,
Moldova,National,ECA,2018,Extreme poverty,2011,0.0001823872,,0.0001823872,,,,,
Moldova,National,ECA,2018,Poorest 20%,2011,,,,,0.00261286,,0.003042627,
Moldova,National,ECA,2019,Extreme poverty,2011,,0,,0.0001823872,,,,
Moldova,National,ECA,2019,Poorest 20%,2011,,,,,,0.00261286,,0.00261286
Moldova,National,ECA,2020,Extreme poverty,2011,,0,,0.0001823872,,,,
Moldova,National,ECA,2020,Poorest 20%,2011,,,,,,0.001882924,,0.002852363
Moldova,National,ECA,2021,Extreme poverty,2011,,0,,0,,,,
Moldova,National,ECA,2021,Poorest 20%,2011,,,,,,0.001882924,,0.00261286
Moldova,National,ECA,2022,Extreme poverty,2011,,0,,,,,,
Moldova,National,ECA,2023,Extreme poverty,2011,,0,,,,,,
Moldova,National,ECA,2024,Extreme poverty,2011,,0,,,,,,
Mongolia,National,EAP,2010,Extreme poverty,2011,0.007948877,,,,,,,
Mongolia,National,EAP,2010,Poorest 20%,2011,,,,,0.01737798,,,
Mongolia,National,EAP,2011,Extreme poverty,2011,0.005694407,,,,,,,
Mongolia,National,EAP,2011,Poorest 20%,2011,,,,,0.0150577,,,
Mongolia,National,EAP,2012,Extreme poverty,2011,0.003762205,,,,,,,
Mongolia,National,EAP,2012,Poorest 20%,2011,,,,,0.009436554,,,
Mongolia,National,EAP,2013,Extreme poverty,2011,0.002710073,,,,,,,
Mongolia,National,EAP,2013,Poorest 20%,2011,,,,,0.01086798,,,
Mongolia,National,EAP,2015,Extreme poverty,2011,0.003204602,,,,,,,
Mongolia,National,EAP,2015,Poorest 20%,2011,,,,,0.01833471,,,
Mongolia,National,EAP,2018,Extreme poverty,2011,0.004028515,,0.005376511,,,,,
Mongolia,National,EAP,2018,Poorest 20%,2011,,,,,0.03026468,,0.03608195,
Mongolia,National,EAP,2019,Extreme poverty,2011,,0.002980308,,0.004945171,,,,
Mongolia,National,EAP,2019,Poorest 20%,2011,,,,,,0.02706897,,0.03442514
Mongolia,National,EAP,2020,Extreme poverty,2011,,0.001983982,,0.005174225,,,,
Mongolia,National,EAP,2020,Poorest 20%,2011,,,,,,0.02206806,,0.03608195
Mongolia,National,EAP,2021,Extreme poverty,2011,,0.001218924,,0.00378945,,,,
Mongolia,National,EAP,2021,Poorest 20%,2011,,,,,,0.02194335,,0.03196627
Mongolia,National,EAP,2022,Extreme poverty,2011,,0.001057705,,,,,,
Mongolia,National,EAP,2023,Extreme poverty,2011,,0.001057705,,,,,,
Mongolia,National,EAP,2024,Extreme poverty,2011,,0.001057705,,,,,,
Montenegro,National,ECA,2010,Extreme poverty,2011,0,,,,,,,
Montenegro,National,ECA,2010,Poorest 20%,2011,,,,,0,,,
Montenegro,National,ECA,2011,Extreme poverty,2011,0.002112417,,,,,,,
Montenegro,National,ECA,2011,Poorest 20%,2011,,,,,0.003603862,,,
Montenegro,National,ECA,2012,Extreme poverty,2011,0.01264296,,,,,,,
Montenegro,National,ECA,2012,Poorest 20%,2011,,,,,0.01501868,,,
Montenegro,National,ECA,2013,Extreme poverty,2011,0.01038304,,,,,,,
Montenegro,National,ECA,2013,Poorest 20%,2011,,,,,0.01934575,,,
Montenegro,National,ECA,2015,Extreme poverty,2011,0.01668429,,,,,,,
Montenegro,National,ECA,2015,Poorest 20%,2011,,,,,0.05725849,,,
Montenegro,National,ECA,2018,Extreme poverty,2011,0.007380035,,0.009075765,,,,,
Montenegro,National,ECA,2018,Poorest 20%,2011,,,,,0.0403059,,0.04649608,
Montenegro,National,ECA,2019,Extreme poverty,2011,,0.006079056,,0.007380035,,,,
Montenegro,National,ECA,2019,Poorest 20%,2011,,,,,,0.03936275,,0.04376724
Montenegro,National,ECA,2020,Extreme poverty,2011,,0.006079056,,0.01134626,,,,
Montenegro,National,ECA,2020,Poorest 20%,2011,,,,,,0.03530042,,0.05697776
Montenegro,National,ECA,2021,Extreme poverty,2011,,0.006079056,,0.008686739,,,,
Montenegro,National,ECA,2021,Poorest 20%,2011,,,,,,0.03530042,,0.048096
Montenegro,National,ECA,2022,Extreme poverty,2011,,0.004682948,,,,,,
Montenegro,National,ECA,2023,Extreme poverty,2011,,0.004474081,,,,,,
Montenegro,National,ECA,2024,Extreme poverty,2011,,0.004281866,,,,,,
Morocco,National,MNA,2010,Extreme poverty,2011,0.01795555,,,,,,,
Morocco,National,MNA,2010,Poorest 20%,2011,,,,,0.02769183,,,
Morocco,National,MNA,2011,Extreme poverty,2011,0.01425571,,,,,,,
Morocco,National,MNA,2011,Poorest 20%,2011,,,,,0.0289779,,,
Morocco,National,MNA,2012,Extreme poverty,2011,0.01224113,,,,,,,
Morocco,National,MNA,2012,Poorest 20%,2011,,,,,0.02915606,,,
Morocco,National,MNA,2013,Extreme poverty,2011,0.01063177,,,,,,,
Morocco,National,MNA,2013,Poorest 20%,2011,,,,,0.03348426,,,
Morocco,National,MNA,2015,Extreme poverty,2011,0.009231883,,,,,,,
Morocco,National,MNA,2015,Poorest 20%,2011,,,,,0.03803467,,,
Morocco,National,MNA,2018,Extreme poverty,2011,0.006675158,,0.007025076,,,,,
Morocco,National,MNA,2018,Poorest 20%,2011,,,,,0.03677938,,0.04076856,
Morocco,National,MNA,2019,Extreme poverty,2011,,0.006289742,,0.006675158,,,,
Morocco,National,MNA,2019,Poorest 20%,2011,,,,,,0.03675868,,0.04105919
Morocco,National,MNA,2020,Extreme poverty,2011,,0.005869453,,0.007855201,,,,
Morocco,National,MNA,2020,Poorest 20%,2011,,,,,,0.03197716,,0.04569767
Morocco,National,MNA,2021,Extreme poverty,2011,,0.00520979,,0.007025076,,,,
Morocco,National,MNA,2021,Poorest 20%,2011,,,,,,0.03174985,,0.04425675
Morocco,National,MNA,2022,Extreme poverty,2011,,0.004405663,,,,,,
Morocco,National,MNA,2023,Extreme poverty,2011,,0.00361589,,,,,,
Morocco,National,MNA,2024,Extreme poverty,2011,,0.002866172,,,,,,
Mozambique,National,SSA,2010,Extreme poverty,2011,0.6748427,,,,,,,
Mozambique,National,SSA,2010,Poorest 20%,2011,,,,,0.7265924,,,
Mozambique,National,SSA,2011,Extreme poverty,2011,0.6587196,,,,,,,
Mozambique,National,SSA,2011,Poorest 20%,2011,,,,,0.7389205,,,
Mozambique,National,SSA,2012,Extreme poverty,2011,0.6455463,,,,,,,
Mozambique,National,SSA,2012,Poorest 20%,2011,,,,,0.7404222,,,
Mozambique,National,SSA,2013,Extreme poverty,2011,0.6382908,,,,,,,
Mozambique,National,SSA,2013,Poorest 20%,2011,,,,,0.7533972,,,
Mozambique,National,SSA,2015,Extreme poverty,2011,0.6212087,,,,,,,
Mozambique,National,SSA,2015,Poorest 20%,2011,,,,,0.7555049,,,
Mozambique,National,SSA,2018,Extreme poverty,2011,0.6086449,,0.6111013,,,,,
Mozambique,National,SSA,2018,Poorest 20%,2011,,,,,0.7727648,,0.7741163,
Mozambique,National,SSA,2019,Extreme poverty,2011,,0.612798,,0.6135082,,,,
Mozambique,National,SSA,2019,Poorest 20%,2011,,,,,,0.7787264,,0.7789627
Mozambique,National,SSA,2020,Extreme poverty,2011,,0.5983126,,0.6157104,,,,
Mozambique,National,SSA,2020,Poorest 20%,2011,,,,,,0.7656299,,0.7766861
Mozambique,National,SSA,2021,Extreme poverty,2011,,0.5926266,,0.6062789,,,,
Mozambique,National,SSA,2021,Poorest 20%,2011,,,,,,0.7694914,,0.7787264
Mozambique,National,SSA,2022,Extreme poverty,2011,,0.587387,,,,,,
Mozambique,National,SSA,2023,Extreme poverty,2011,,0.5589128,,,,,,
Mozambique,National,SSA,2024,Extreme poverty,2011,,0.5193873,,,,,,
Myanmar,National,EAP,2010,Extreme poverty,2011,0.1713122,,,,,,,
Myanmar,National,EAP,2010,Poorest 20%,2011,,,,,0.2391746,,,
Myanmar,National,EAP,2011,Extreme poverty,2011,0.1469194,,,,,,,
Myanmar,National,EAP,2011,Poorest 20%,2011,,,,,0.2483312,,,
Myanmar,National,EAP,2012,Extreme poverty,2011,0.121362,,,,,,,
Myanmar,National,EAP,2012,Poorest 20%,2011,,,,,0.2321182,,,
Myanmar,National,EAP,2013,Extreme poverty,2011,0.09798162,,,,,,,
Myanmar,National,EAP,2013,Poorest 20%,2011,,,,,0.2265351,,,
Myanmar,National,EAP,2015,Extreme poverty,2011,0.06217002,,,,,,,
Myanmar,National,EAP,2015,Poorest 20%,2011,,,,,0.1826693,,,
Myanmar,National,EAP,2018,Extreme poverty,2011,0.01148741,,0.01524815,,,,,
Myanmar,National,EAP,2018,Poorest 20%,2011,,,,,0.08821006,,0.1124484,
Myanmar,National,EAP,2019,Extreme poverty,2011,,0.008799496,,0.01213379,,,,
Myanmar,National,EAP,2019,Poorest 20%,2011,,,,,,0.0761355,,0.09697852
Myanmar,National,EAP,2020,Extreme poverty,2011,,0.00721246,,0.0114364,,,,
Myanmar,National,EAP,2020,Poorest 20%,2011,,,,,,0.05765745,,0.08707371
Myanmar,National,EAP,2021,Extreme poverty,2011,,0.005710238,,0.00851378,,,,
Myanmar,National,EAP,2021,Poorest 20%,2011,,,,,,0.05180091,,0.0761355
Myanmar,National,EAP,2022,Extreme poverty,2011,,0.003761615,,,,,,
Myanmar,National,EAP,2023,Extreme poverty,2011,,0.00272609,,,,,,
Myanmar,National,EAP,2024,Extreme poverty,2011,,0.002315242,,,,,,
Namibia,National,SSA,2010,Extreme poverty,2011,0.2097957,,,,,,,
Namibia,National,SSA,2010,Poorest 20%,2011,,,,,0.2666421,,,
Namibia,National,SSA,2011,Extreme poverty,2011,0.1894781,,,,,,,
Namibia,National,SSA,2011,Poorest 20%,2011,,,,,0.269228,,,
Namibia,National,SSA,2012,Extreme poverty,2011,0.1755346,,,,,,,
Namibia,National,SSA,2012,Poorest 20%,2011,,,,,0.2586926,,,
Namibia,National,SSA,2013,Extreme poverty,2011,0.1579158,,,,,,,
Namibia,National,SSA,2013,Poorest 20%,2011,,,,,0.2564389,,,
Namibia,National,SSA,2015,Extreme poverty,2011,0.1344937,,,,,,,
Namibia,National,SSA,2015,Poorest 20%,2011,,,,,0.23182,,,
Namibia,National,SSA,2018,Extreme poverty,2011,0.1531246,,0.1477221,,,,,
Namibia,National,SSA,2018,Poorest 20%,2011,,,,,0.2852307,,0.2800497,
Namibia,National,SSA,2019,Extreme poverty,2011,,0.157243,,0.1552167,,,,
Namibia,National,SSA,2019,Poorest 20%,2011,,,,,,0.2947905,,0.2918075
Namibia,National,SSA,2020,Extreme poverty,2011,,0.1581024,,0.1646083,,,,
Namibia,National,SSA,2020,Poorest 20%,2011,,,,,,0.2907037,,0.30164
Namibia,National,SSA,2021,Extreme poverty,2011,,0.1561701,,0.1616813,,,,
Namibia,National,SSA,2021,Poorest 20%,2011,,,,,,0.2984494,,0.3059702
Namibia,National,SSA,2022,Extreme poverty,2011,,0.1539261,,,,,,
Namibia,National,SSA,2023,Extreme poverty,2011,,0.1494467,,,,,,
Namibia,National,SSA,2024,Extreme poverty,2011,,0.146621,,,,,,
Nauru,National,OHI,2010,Extreme poverty,2011,0.0463282492227309,,,,,,,
Nauru,National,OHI,2010,Poorest 20%,2011,,,,,0.0612294787143207,,,
Nauru,National,OHI,2011,Extreme poverty,2011,0.0360855305738957,,,,,,,
Nauru,National,OHI,2011,Poorest 20%,2011,,,,,0.0579560499392939,,,
Nauru,National,OHI,2012,Extreme poverty,2011,0.0270664754392889,,,,,,,
Nauru,National,OHI,2012,Poorest 20%,2011,,,,,0.0514357743344121,,,
Nauru,National,OHI,2013,Extreme poverty,2011,0.0073078005431905,,,,,,,
Nauru,National,OHI,2013,Poorest 20%,2011,,,,,0.0311147952586657,,,
Nauru,National,OHI,2015,Extreme poverty,2011,0.00444458276688463,,,,,,,
Nauru,National,OHI,2015,Poorest 20%,2011,,,,,0.0141885034774165,,,
Nauru,National,OHI,2018,Extreme poverty,2011,,,0.00426654535813717,,,,,
Nauru,National,OHI,2018,Poorest 20%,2011,,,,,,,0.0184914851999807,
Nauru,National,OHI,2019,Extreme poverty,2011,,,,0.00420944532507978,,,,
Nauru,National,OHI,2019,Poorest 20%,2011,,,,,,,,0.0188392812146731
Nauru,National,OHI,2020,Extreme poverty,2011,,,,0.00431073428783081,,,,
Nauru,National,OHI,2020,Poorest 20%,2011,,,,,,,,0.0191222665420292
Nauru,National,OHI,2021,Extreme poverty,2011,,,,0.00423290825106421,,,,
Nauru,National,OHI,2021,Poorest 20%,2011,,,,,,,,0.0202270294296643
Nepal,National,SAS,2010,Extreme poverty,2011,0.1546331,,,,,,,
Nepal,National,SAS,2010,Poorest 20%,2011,,,,,0.2371297,,,
Nepal,National,SAS,2011,Extreme poverty,2011,0.1489511,,,,,,,
Nepal,National,SAS,2011,Poorest 20%,2011,,,,,0.2743429,,,
Nepal,National,SAS,2012,Extreme poverty,2011,0.08456314,,,,,,,
Nepal,National,SAS,2012,Poorest 20%,2011,,,,,0.198723,,,
Nepal,National,SAS,2013,Extreme poverty,2011,0.07259208,,,,,,,
Nepal,National,SAS,2013,Poorest 20%,2011,,,,,0.2190032,,,
Nepal,National,SAS,2015,Extreme poverty,2011,0.05884098,,,,,,,
Nepal,National,SAS,2015,Poorest 20%,2011,,,,,0.214979,,,
Nepal,National,SAS,2018,Extreme poverty,2011,0.04877962,,0.05806006,,,,,
Nepal,National,SAS,2018,Poorest 20%,2011,,,,,0.2343438,,0.2617166,
Nepal,National,SAS,2019,Extreme poverty,2011,,0.0377905,,0.04686121,,,,
Nepal,National,SAS,2019,Poorest 20%,2011,,,,,,0.2117662,,0.2369506
Nepal,National,SAS,2020,Extreme poverty,2011,,0.03046566,,0.0452119,,,,
